Municipal,County,Cases,Date
island heights,ocean county,1,april-1-2020
jackson township,ocean county,100,april-1-2020
lacey township,ocean county,31,april-1-2020
lakehurst,ocean county,2,april-1-2020
lakewood township,ocean county,438,april-1-2020
lavallette,ocean county,2,april-1-2020
little egg harbor township,ocean county,9,april-1-2020
long beach township,ocean county,3,april-1-2020
manchester township,ocean county,55,april-1-2020
ocean township,ocean county,4,april-1-2020
plumsted township,ocean county,4,april-1-2020
point pleasant beach,ocean county,3,april-1-2020
point pleasant,ocean county,30,april-1-2020
seaside heights,ocean county,6,april-1-2020
seaside park,ocean county,2,april-1-2020
ship bottom,ocean county,2,april-1-2020
south toms river,ocean county,13,april-1-2020
surf city,ocean county,1,april-1-2020
stafford township,ocean county,23,april-1-2020
toms river,ocean county,156,april-1-2020
bloomingdale,passaic county,19,april-1-2020
clifton,passaic county,234,april-1-2020
haledon,passaic county,24,april-1-2020
hawthorne,passaic county,58,april-1-2020
little falls,passaic county,17,april-1-2020
north haledon,passaic county,18,april-1-2020
passaic,passaic county,178,april-1-2020
paterson,passaic county,238,april-1-2020
pompton lakes,passaic county,32,april-1-2020
prospect park,passaic county,13,april-1-2020
ringwood,passaic county,23,april-1-2020
totowa,passaic county,18,april-1-2020
wanaque,passaic county,40,april-1-2020
wayne,passaic county,151,april-1-2020
west milford,passaic county,36,april-1-2020
woodland park,passaic county,27,april-1-2020
alloway township,salem county,2,april-1-2020
elmer,salem county,1,april-1-2020
quinton township,salem county,1,april-1-2020
oldmans township,salem county,1,april-1-2020
penns grove,salem county,4,april-1-2020
pennsville township,salem county,3,april-1-2020
pilesgrove township,salem county,1,april-1-2020
salem,salem county,1,april-1-2020
woodstown,salem county,2,april-1-2020
bedminster,somerset county,9,april-1-2020
bernards township,somerset county,33,april-1-2020
bernardsville,somerset county,15,april-1-2020
bound brook,somerset county,15,april-1-2020
branchburg,somerset county,23,april-1-2020
bridgewater township,somerset county,56,april-1-2020
far hills,somerset county,2,april-1-2020
franklin township,somerset county,96,april-1-2020
green brook township,somerset county,18,april-1-2020
hillsborough township,somerset county,40,april-1-2020
manville,somerset county,19,april-1-2020
millstone,somerset county,2,april-1-2020
montgomery,somerset county,17,april-1-2020
north plainfield,somerset county,29,april-1-2020
peapack and gladstone,somerset county,2,april-1-2020
raritan,somerset county,6,april-1-2020
rocky hill,somerset county,2,april-1-2020
somerville,somerset county,18,april-1-2020
south bound brook,somerset county,8,april-1-2020
warren township,somerset county,21,april-1-2020
watchung,somerset county,15,april-1-2020
andover,sussex county,1,april-1-2020
andover township,sussex county,4,april-1-2020
branchville,sussex county,2,april-1-2020
byram township,sussex county,5,april-1-2020
frankford township,sussex county,6,april-1-2020
franklin,sussex county,7,april-1-2020
fredon township,sussex county,2,april-1-2020
green township,sussex county,1,april-1-2020
hamburg,sussex county,3,april-1-2020
hampton township,sussex county,3,april-1-2020
hardyston township,sussex county,8,april-1-2020
hopatcong,sussex county,13,april-1-2020
lafayette township,sussex county,1,april-1-2020
montague township,sussex county,1,april-1-2020
newton,sussex county,17,april-1-2020
ogdensburg,sussex county,3,april-1-2020
sandyston township,sussex county,1,april-1-2020
sparta township,sussex county,24,april-1-2020
stanhope,sussex county,4,april-1-2020
sussex,sussex county,4,april-1-2020
vernon township,sussex county,16,april-1-2020
wantage township,sussex county,11,april-1-2020
cranford,union county,57,april-1-2020
linden,union county,27,april-1-2020
rahway,union county,63,april-1-2020
springfield township,union county,37,april-1-2020
summit,union county,40,april-1-2020
westfield,union county,38,april-1-2020
roselle,union county,38,april-1-2020
new providence,union county,18,april-1-2020
kenilworth,union county,18,april-1-2020
elizabeth,union county,361,april-1-2020
allamuchy township,warren county,4,april-1-2020
belvidere,warren county,1,april-1-2020
franklin township,warren county,2,april-1-2020
frelinghuysen township,warren county,1,april-1-2020
greenwich township,warren county,9,april-1-2020
hackettstown,warren county,9,april-1-2020
hardwick township,warren county,2,april-1-2020
harmony township,warren county,3,april-1-2020
hope township,warren county,6,april-1-2020
independence township,warren county,5,april-1-2020
knowlton township,warren county,2,april-1-2020
liberty township,warren county,3,april-1-2020
lopatcong township,warren county,12,april-1-2020
mansfield township,warren county,6,april-1-2020
phillipsburg,warren county,15,april-1-2020
pohatcong township,warren county,3,april-1-2020
washington,warren county,7,april-1-2020
washington township,warren county,1,april-1-2020
white township,warren county,1,april-1-2020
allendale,bergen county,16,april-2-2020
alpine,bergen county,9,april-2-2020
bergenfield,bergen county,186,april-2-2020
bogota,bergen county,52,april-2-2020
carlstadt,bergen county,24,april-2-2020
cliffside park,bergen county,95,april-2-2020
closter,bergen county,20,april-2-2020
cresskill,bergen county,26,april-2-2020
demarest,bergen county,17,april-2-2020
dumont,bergen county,73,april-2-2020
east rutherford,bergen county,30,april-2-2020
edgewater,bergen county,41,april-2-2020
elmwood park,bergen county,92,april-2-2020
emerson,bergen county,25,april-2-2020
englewood,bergen county,184,april-2-2020
englewood cliffs,bergen county,11,april-2-2020
fair lawn,bergen county,158,april-2-2020
fairview,bergen county,47,april-2-2020
fort lee,bergen county,114,april-2-2020
franklin lakes,bergen county,47,april-2-2020
garfield,bergen county,106,april-2-2020
glen rock,bergen county,34,april-2-2020
harrington park,bergen county,5,april-2-2020
hasbrouck heights,bergen county,50,april-2-2020
haworth,bergen county,9,april-2-2020
hillsdale,bergen county,32,april-2-2020
ho-ho-kus,bergen county,15,april-2-2020
leonia,bergen county,26,april-2-2020
little ferry,bergen county,49,april-2-2020
lodi,bergen county,117,april-2-2020
lyndhurst,bergen county,67,april-2-2020
mahwah,bergen county,59,april-2-2020
maywood,bergen county,32,april-2-2020
midland park,bergen county,19,april-2-2020
montvale,bergen county,29,april-2-2020
moonachie,bergen county,19,april-2-2020
new milford,bergen county,105,april-2-2020
north arlington,bergen county,30,april-2-2020
northvale,bergen county,12,april-2-2020
norwood,bergen county,21,april-2-2020
oakland,bergen county,42,april-2-2020
old tappan,bergen county,29,april-2-2020
oradell,bergen county,38,april-2-2020
palisades park,bergen county,44,april-2-2020
paramus,bergen county,106,april-2-2020
park ridge,bergen county,25,april-2-2020
ramsey,bergen county,25,april-2-2020
ridgefield,bergen county,32,april-2-2020
ridgefield park,bergen county,55,april-2-2020
ridgewood,bergen county,77,april-2-2020
river edge,bergen county,47,april-2-2020
river vale,bergen county,20,april-2-2020
rochelle park,bergen county,21,april-2-2020
rockleigh,bergen county,2,april-2-2020
rutherford,bergen county,42,april-2-2020
saddle brook,bergen county,60,april-2-2020
saddle river,bergen county,13,april-2-2020
south hackensack,bergen county,18,april-2-2020
teaneck,bergen county,373,april-2-2020
tenafly,bergen county,40,april-2-2020
teterboro,bergen county,1,april-2-2020
upper saddle river,bergen county,30,april-2-2020
waldwick,bergen county,33,april-2-2020
wallington,bergen county,23,april-2-2020
washington township,bergen county,31,april-2-2020
westwood,bergen county,35,april-2-2020
wood-ridge,bergen county,32,april-2-2020
woodcliff lake,bergen county,21,april-2-2020
wyckoff,bergen county,50,april-2-2020
beverly,burlington county,4,april-2-2020
bordentown,burlington county,1,april-2-2020
bordentown township,burlington county,10,april-2-2020
burlington,burlington county,3,april-2-2020
burlington township,burlington county,20,april-2-2020
chesterfield township,burlington county,1,april-2-2020
cinnaminson township,burlington county,4,april-2-2020
delanco township,burlington county,3,april-2-2020
delran township,burlington county,11,april-2-2020
eastampton township,burlington county,2,april-2-2020
edgewater park,burlington county,4,april-2-2020
evesham township,burlington county,24,april-2-2020
florence township,burlington county,3,april-2-2020
hainesport township,burlington county,3,april-2-2020
lumberton township,burlington county,7,april-2-2020
mansfield township,burlington county,10,april-2-2020
maple shade township,burlington county,8,april-2-2020
medford,burlington county,8,april-2-2020
medford lakes,burlington county,1,april-2-2020
moorestown,burlington county,16,april-2-2020
mount holly,burlington county,6,april-2-2020
mount laurel,burlington county,28,april-2-2020
new hanover township,burlington county,1,april-2-2020
palmyra,burlington county,2,april-2-2020
pemberton,burlington county,1,april-2-2020
pemberton township,burlington county,18,april-2-2020
riverside township,burlington county,4,april-2-2020
riverton,burlington county,9,april-2-2020
shamong township,burlington county,2,april-2-2020
southampton township,burlington county,1,april-2-2020
tabernacle township,burlington county,3,april-2-2020
westampton township,burlington county,4,april-2-2020
willingboro township,burlington county,39,april-2-2020
wrightstown,burlington county,1,april-2-2020
audubon,camden county,2,april-2-2020
barrington,camden county,4,april-2-2020
bellmawr,camden county,3,april-2-2020
berlin township,camden county,1,april-2-2020
brooklawn,camden county,1,april-2-2020
camden,camden county,16,april-2-2020
cherry hill,camden county,62,april-2-2020
chesilhurst,camden county,1,april-2-2020
collingswood,camden county,3,april-2-2020
gloucester city,camden county,3,april-2-2020
gloucester township,camden county,36,april-2-2020
haddon heights,camden county,3,april-2-2020
haddon township,camden county,7,april-2-2020
haddonfield,camden county,6,april-2-2020
lawnside,camden county,1,april-2-2020
lindenwold,camden county,7,april-2-2020
magnolia,camden county,3,april-2-2020
merchantville,camden county,2,april-2-2020
oaklyn,camden county,2,april-2-2020
pennsauken township,camden county,25,april-2-2020
pine hill,camden county,5,april-2-2020
runnemede,camden county,1,april-2-2020
stratford,camden county,1,april-2-2020
somerdale,camden county,3,april-2-2020
voorhees township,camden county,15,april-2-2020
waterford township,camden county,3,april-2-2020
winslow township,camden county,27,april-2-2020
woodlynne,camden county,2,april-2-2020
avalon,cape may county,6,april-2-2020
cape may,cape may county,3,april-2-2020
dennis township,cape may county,3,april-2-2020
lower township,cape may county,8,april-2-2020
middle township,cape may county,3,april-2-2020
north wildwood,cape may county,2,april-2-2020
ocean city,cape may county,2,april-2-2020
sea isle city,cape may county,1,april-2-2020
upper township,cape may county,2,april-2-2020
wildwood,cape may county,2,april-2-2020
wildwood crest,cape may county,1,april-2-2020
bridgeton,cumberland county,2,april-2-2020
commercial township,cumberland county,1,april-2-2020
deerfield township,cumberland county,1,april-2-2020
hopewell township,cumberland county,2,april-2-2020
lawrence township,cumberland county,1,april-2-2020
millville,cumberland county,4,april-2-2020
vineland,cumberland county,18,april-2-2020
belleville,essex county,165,april-2-2020
bloomfield,essex county,153,april-2-2020
caldwell,essex county,23,april-2-2020
cedar grove,essex county,42,april-2-2020
east orange,essex county,279,april-2-2020
essex fells,essex county,8,april-2-2020
fairfield township,essex county,23,april-2-2020
glen ridge,essex county,13,april-2-2020
irvington,essex county,226,april-2-2020
livingston,essex county,119,april-2-2020
maplewood,essex county,59,april-2-2020
millburn,essex county,49,april-2-2020
montclair,essex county,109,april-2-2020
newark,essex county,795,april-2-2020
nutley,essex county,120,april-2-2020
city of orange,essex county,137,april-2-2020
roseland,essex county,20,april-2-2020
south orange village,essex county,26,april-2-2020
verona,essex county,33,april-2-2020
west caldwell,essex county,29,april-2-2020
west orange,essex county,168,april-2-2020
clayton,gloucester county,2,april-2-2020
deptford township,gloucester county,18,april-2-2020
east greenwich township,gloucester county,6,april-2-2020
franklin township,gloucester county,5,april-2-2020
greenwich township,gloucester county,4,april-2-2020
glassboro,gloucester county,14,april-2-2020
harrison township,gloucester county,7,april-2-2020
logan township,gloucester county,5,april-2-2020
mantua township,gloucester county,8,april-2-2020
monroe township,gloucester county,19,april-2-2020
national park,gloucester county,1,april-2-2020
paulsboro,gloucester county,4,april-2-2020
pitman,gloucester county,3,april-2-2020
washington township,gloucester county,36,april-2-2020
wenonah,gloucester county,1,april-2-2020
west deptford township,gloucester county,8,april-2-2020
westville,gloucester county,3,april-2-2020
woodbury,gloucester county,7,april-2-2020
woodbury heights,gloucester county,3,april-2-2020
woolwich township,gloucester county,15,april-2-2020
bayonne,hudson county,156,april-2-2020
east newark,hudson county,5,april-2-2020
guttenberg,hudson county,15,april-2-2020
harrison,hudson county,34,april-2-2020
hoboken,hudson county,129,april-2-2020
jersey city,hudson county,820,april-2-2020
kearny,hudson county,88,april-2-2020
north bergen,hudson county,263,april-2-2020
secaucus,hudson county,87,april-2-2020
union city,hudson county,140,april-2-2020
west new york,hudson county,77,april-2-2020
alexandria township,hunterdon county,2,april-2-2020
bethlehem township,hunterdon county,4,april-2-2020
bloomsbury,hunterdon county,1,april-2-2020
califon,hunterdon county,2,april-2-2020
clinton township,hunterdon county,20,april-2-2020
delaware township,hunterdon county,4,april-2-2020
east amwell township,hunterdon county,3,april-2-2020
flemington,hunterdon county,6,april-2-2020
franklin township,hunterdon county,10,april-2-2020
frenchtown,hunterdon county,2,april-2-2020
glen gardner,hunterdon county,1,april-2-2020
hampton,hunterdon county,4,april-2-2020
high bridge,hunterdon county,5,april-2-2020
holland township,hunterdon county,4,april-2-2020
kingwood township,hunterdon county,2,april-2-2020
lambertville,hunterdon county,8,april-2-2020
lebanon,hunterdon county,1,april-2-2020
lebanon township,hunterdon county,4,april-2-2020
raritan township,hunterdon county,24,april-2-2020
readington township,hunterdon county,14,april-2-2020
tewksbury township,hunterdon county,4,april-2-2020
union township,hunterdon county,3,april-2-2020
west amwell township,hunterdon county,3,april-2-2020
carteret,middlesex county,49,april-2-2020
cranbury,middlesex county,5,april-2-2020
dunellen,middlesex county,13,april-2-2020
east brunswick,middlesex county,89,april-2-2020
edison,middlesex county,75,april-2-2020
helmetta,middlesex county,5,april-2-2020
highland park,middlesex county,22,april-2-2020
jamesburg,middlesex county,14,april-2-2020
metuchen,middlesex county,12,april-2-2020
middlesex,middlesex county,25,april-2-2020
milltown,middlesex county,5,april-2-2020
monroe township,middlesex county,106,april-2-2020
new brunswick,middlesex county,63,april-2-2020
north brunswick,middlesex county,66,april-2-2020
old bridge township,middlesex county,128,april-2-2020
perth amboy,middlesex county,112,april-2-2020
piscataway,middlesex county,72,april-2-2020
plainsboro township,middlesex county,31,april-2-2020
sayreville,middlesex county,72,april-2-2020
south amboy,middlesex county,15,april-2-2020
south brunswick,middlesex county,43,april-2-2020
south plainfield,middlesex county,52,april-2-2020
south river,middlesex county,21,april-2-2020
spotswood,middlesex county,5,april-2-2020
woodbridge township,middlesex county,133,april-2-2020
aberdeen township,monmouth county,3,april-2-2020
asbury park,monmouth county,20,april-2-2020
atlantic highlands,monmouth county,8,april-2-2020
avon-by-the-sea,monmouth county,3,april-2-2020
belmar,monmouth county,2,april-2-2020
bradley beach,monmouth county,6,april-2-2020
brielle,monmouth county,10,april-2-2020
colts neck township,monmouth county,23,april-2-2020
deal,monmouth county,7,april-2-2020
eatontown,monmouth county,42,april-2-2020
englishtown,monmouth county,12,april-2-2020
fair haven,monmouth county,13,april-2-2020
farmingdale,monmouth county,6,april-2-2020
freehold borough,monmouth county,14,april-2-2020
freehold township,monmouth county,101,april-2-2020
hazlet,monmouth county,50,april-2-2020
highlands,monmouth county,6,april-2-2020
holmdel township,monmouth county,49,april-2-2020
howell township,monmouth county,102,april-2-2020
keansburg,monmouth county,26,april-2-2020
keyport,monmouth county,10,april-2-2020
lake como,monmouth county,4,april-2-2020
little silver,monmouth county,17,april-2-2020
long branch,monmouth county,48,april-2-2020
manalapan township,monmouth county,98,april-2-2020
manasquan,monmouth county,14,april-2-2020
marlboro township,monmouth county,99,april-2-2020
matawan,monmouth county,33,april-2-2020
middletown township,monmouth county,127,april-2-2020
millstone township,monmouth county,13,april-2-2020
monmouth beach,monmouth county,4,april-2-2020
neptune city,monmouth county,7,april-2-2020
neptune township,monmouth county,51,april-2-2020
ocean township,monmouth county,43,april-2-2020
oceanport,monmouth county,14,april-2-2020
red bank,monmouth county,27,april-2-2020
rumson,monmouth county,17,april-2-2020
sea bright,monmouth county,2,april-2-2020
sea girt,monmouth county,6,april-2-2020
shrewsbury,monmouth county,15,april-2-2020
shrewsbury township,monmouth county,3,april-2-2020
spring lake,monmouth county,5,april-2-2020
spring lake heights,monmouth county,7,april-2-2020
tinton falls,monmouth county,24,april-2-2020
union beach,monmouth county,1,april-2-2020
upper freehold township,monmouth county,14,april-2-2020
wall township,monmouth county,49,april-2-2020
west long branch,monmouth county,17,april-2-2020
boonton,morris county,11,april-2-2020
boonton township,morris county,10,april-2-2020
butler,morris county,16,april-2-2020
chatham borough,morris county,22,april-2-2020
chatham township,morris county,15,april-2-2020
chester borough,morris county,1,april-2-2020
chester township,morris county,6,april-2-2020
denville township,morris county,23,april-2-2020
dover,morris county,66,april-2-2020
east hanover township,morris county,40,april-2-2020
florham park,morris county,39,april-2-2020
hanover township,morris county,29,april-2-2020
harding township,morris county,10,april-2-2020
jefferson township,morris county,23,april-2-2020
kinnelon,morris county,13,april-2-2020
lincoln park,morris county,28,april-2-2020
long hill township,morris county,8,april-2-2020
madison,morris county,25,april-2-2020
mendham borough,morris county,4,april-2-2020
mendham township,morris county,15,april-2-2020
mine hill township,morris county,6,april-2-2020
montville,morris county,52,april-2-2020
morris plains,morris county,10,april-2-2020
morris township,morris county,56,april-2-2020
morristown,morris county,69,april-2-2020
mount arlington,morris county,4,april-2-2020
mount olive township,morris county,36,april-2-2020
mountain lakes,morris county,5,april-2-2020
netcong,morris county,4,april-2-2020
parsippany-troy hills,morris county,91,april-2-2020
pequannock township,morris county,24,april-2-2020
randolph,morris county,53,april-2-2020
riverdale,morris county,9,april-2-2020
rockaway,morris county,11,april-2-2020
rockaway township,morris county,40,april-2-2020
roxbury township,morris county,30,april-2-2020
victory gardens,morris county,4,april-2-2020
washington township,morris county,10,april-2-2020
wharton,morris county,22,april-2-2020
barnegat township,ocean county,38,april-2-2020
barnegat light,ocean county,2,april-2-2020
bay head,ocean county,2,april-2-2020
beach haven,ocean county,3,april-2-2020
beachwood,ocean county,11,april-2-2020
berkeley township,ocean county,83,april-2-2020
brick township,ocean county,125,april-2-2020
island heights,ocean county,2,april-2-2020
jackson township,ocean county,114,april-2-2020
lacey township,ocean county,36,april-2-2020
lakehurst,ocean county,3,april-2-2020
lakewood township,ocean county,450,april-2-2020
lavallette,ocean county,3,april-2-2020
little egg harbor township,ocean county,9,april-2-2020
long beach township,ocean county,5,april-2-2020
manchester township,ocean county,67,april-2-2020
ocean township,ocean county,4,april-2-2020
plumsted township,ocean county,3,april-2-2020
point pleasant beach,ocean county,4,april-2-2020
point pleasant,ocean county,36,april-2-2020
seaside heights,ocean county,5,april-2-2020
seaside park,ocean county,2,april-2-2020
ship bottom,ocean county,3,april-2-2020
south toms river,ocean county,16,april-2-2020
surf city,ocean county,1,april-2-2020
stafford township,ocean county,25,april-2-2020
toms river,ocean county,204,april-2-2020
bloomingdale,passaic county,19,april-2-2020
clifton,passaic county,234,april-2-2020
haledon,passaic county,24,april-2-2020
hawthorne,passaic county,58,april-2-2020
little falls,passaic county,17,april-2-2020
north haledon,passaic county,18,april-2-2020
passaic,passaic county,178,april-2-2020
paterson,passaic county,238,april-2-2020
pompton lakes,passaic county,32,april-2-2020
prospect park,passaic county,13,april-2-2020
ringwood,passaic county,23,april-2-2020
totowa,passaic county,18,april-2-2020
wanaque,passaic county,40,april-2-2020
wayne,passaic county,151,april-2-2020
west milford,passaic county,36,april-2-2020
woodland park,passaic county,27,april-2-2020
alloway township,salem county,3,april-2-2020
elmer,salem county,1,april-2-2020
quinton township,salem county,1,april-2-2020
oldmans township,salem county,1,april-2-2020
penns grove,salem county,4,april-2-2020
pennsville township,salem county,4,april-2-2020
pilesgrove township,salem county,1,april-2-2020
salem,salem county,2,april-2-2020
woodstown,salem county,2,april-2-2020
bedminster,somerset county,11,april-2-2020
bernards township,somerset county,36,april-2-2020
bernardsville,somerset county,16,april-2-2020
bound brook,somerset county,18,april-2-2020
branchburg,somerset county,27,april-2-2020
bridgewater township,somerset county,63,april-2-2020
far hills,somerset county,2,april-2-2020
franklin township,somerset county,112,april-2-2020
green brook township,somerset county,23,april-2-2020
hillsborough township,somerset county,45,april-2-2020
manville,somerset county,22,april-2-2020
millstone,somerset county,2,april-2-2020
montgomery,somerset county,20,april-2-2020
north plainfield,somerset county,35,april-2-2020
peapack and gladstone,somerset county,3,april-2-2020
raritan,somerset county,10,april-2-2020
rocky hill,somerset county,2,april-2-2020
somerville,somerset county,21,april-2-2020
south bound brook,somerset county,10,april-2-2020
warren township,somerset county,22,april-2-2020
watchung,somerset county,15,april-2-2020
andover,sussex county,1,april-2-2020
andover township,sussex county,9,april-2-2020
branchville,sussex county,2,april-2-2020
byram township,sussex county,8,april-2-2020
frankford township,sussex county,7,april-2-2020
franklin,sussex county,7,april-2-2020
fredon township,sussex county,3,april-2-2020
green township,sussex county,2,april-2-2020
hamburg,sussex county,3,april-2-2020
hampton township,sussex county,3,april-2-2020
hardyston township,sussex county,9,april-2-2020
hopatcong,sussex county,17,april-2-2020
lafayette township,sussex county,1,april-2-2020
montague township,sussex county,1,april-2-2020
newton,sussex county,22,april-2-2020
ogdensburg,sussex county,3,april-2-2020
sandyston township,sussex county,1,april-2-2020
sparta township,sussex county,28,april-2-2020
stanhope,sussex county,5,april-2-2020
sussex,sussex county,4,april-2-2020
vernon township,sussex county,16,april-2-2020
wantage township,sussex county,13,april-2-2020
berkeley heights,union county,41,april-2-2020
clark,union county,33,april-2-2020
cranford,union county,72,april-2-2020
elizabeth,union county,526,april-2-2020
kenilworth,union county,18,april-2-2020
linden,union county,168,april-2-2020
mountainside,union county,9,april-2-2020
new providence,union county,21,april-2-2020
plainfield,union county,73,april-2-2020
rahway,union county,70,april-2-2020
roselle,union county,38,april-2-2020
scotch plains,union county,34,april-2-2020
springfield township,union county,42,april-2-2020
summit,union county,40,april-2-2020
westfield,union county,39,april-2-2020
allamuchy township,warren county,4,april-2-2020
belvidere,warren county,2,april-2-2020
blairstown,warren county,1,april-2-2020
franklin township,warren county,3,april-2-2020
frelinghuysen township,warren county,1,april-2-2020
greenwich township,warren county,10,april-2-2020
hackettstown,warren county,9,april-2-2020
hardwick township,warren county,2,april-2-2020
harmony township,warren county,4,april-2-2020
hope township,warren county,6,april-2-2020
independence township,warren county,3,april-2-2020
knowlton township,warren county,2,april-2-2020
liberty township,warren county,3,april-2-2020
lopatcong township,warren county,14,april-2-2020
mansfield township,warren county,7,april-2-2020
phillipsburg,warren county,18,april-2-2020
pohatcong township,warren county,4,april-2-2020
washington,warren county,7,april-2-2020
washington township,warren county,3,april-2-2020
white township,warren county,2,april-2-2020
allendale,bergen county,19,april-3-2020
alpine,bergen county,11,april-3-2020
bergenfield,bergen county,224,april-3-2020
bogota,bergen county,63,april-3-2020
carlstadt,bergen county,25,april-3-2020
cliffside park,bergen county,108,april-3-2020
closter,bergen county,25,april-3-2020
cresskill,bergen county,29,april-3-2020
demarest,bergen county,18,april-3-2020
dumont,bergen county,77,april-3-2020
east rutherford,bergen county,33,april-3-2020
edgewater,bergen county,46,april-3-2020
elmwood park,bergen county,105,april-3-2020
emerson,bergen county,27,april-3-2020
englewood,bergen county,204,april-3-2020
englewood cliffs,bergen county,13,april-3-2020
fair lawn,bergen county,177,april-3-2020
fairview,bergen county,65,april-3-2020
fort lee,bergen county,116,april-3-2020
franklin lakes,bergen county,54,april-3-2020
garfield,bergen county,126,april-3-2020
glen rock,bergen county,44,april-3-2020
hackensack,bergen county,261,april-3-2020
harrington park,bergen county,6,april-3-2020
hasbrouck heights,bergen county,57,april-3-2020
haworth,bergen county,9,april-3-2020
hillsdale,bergen county,39,april-3-2020
ho-ho-kus,bergen county,17,april-3-2020
leonia,bergen county,35,april-3-2020
little ferry,bergen county,51,april-3-2020
lodi,bergen county,176,april-3-2020
lyndhurst,bergen county,72,april-3-2020
mahwah,bergen county,71,april-3-2020
maywood,bergen county,34,april-3-2020
midland park,bergen county,26,april-3-2020
montvale,bergen county,32,april-3-2020
moonachie,bergen county,21,april-3-2020
new milford,bergen county,113,april-3-2020
north arlington,bergen county,39,april-3-2020
northvale,bergen county,14,april-3-2020
norwood,bergen county,23,april-3-2020
oakland,bergen county,52,april-3-2020
old tappan,bergen county,29,april-3-2020
oradell,bergen county,43,april-3-2020
palisades park,bergen county,51,april-3-2020
paramus,bergen county,129,april-3-2020
park ridge,bergen county,29,april-3-2020
ramsey,bergen county,42,april-3-2020
ridgefield,bergen county,40,april-3-2020
ridgefield park,bergen county,67,april-3-2020
ridgewood,bergen county,93,april-3-2020
river edge,bergen county,50,april-3-2020
river vale,bergen county,23,april-3-2020
rochelle park,bergen county,23,april-3-2020
rockleigh,bergen county,2,april-3-2020
rutherford,bergen county,41,april-3-2020
saddle brook,bergen county,68,april-3-2020
saddle river,bergen county,13,april-3-2020
south hackensack,bergen county,19,april-3-2020
teaneck,bergen county,398,april-3-2020
tenafly,bergen county,46,april-3-2020
teterboro,bergen county,1,april-3-2020
upper saddle river,bergen county,28,april-3-2020
waldwick,bergen county,37,april-3-2020
wallington,bergen county,29,april-3-2020
washington township,bergen county,43,april-3-2020
westwood,bergen county,37,april-3-2020
wood-ridge,bergen county,25,april-3-2020
woodcliff lake,bergen county,36,april-3-2020
wyckoff,bergen county,70,april-3-2020
beverly,burlington county,4,april-3-2020
bordentown,burlington county,3,april-3-2020
bordentown township,burlington county,12,april-3-2020
burlington,burlington county,3,april-3-2020
burlington township,burlington county,21,april-3-2020
chesterfield township,burlington county,1,april-3-2020
cinnaminson township,burlington county,6,april-3-2020
delanco township,burlington county,3,april-3-2020
delran township,burlington county,11,april-3-2020
eastampton township,burlington county,2,april-3-2020
edgewater park,burlington county,4,april-3-2020
evesham township,burlington county,27,april-3-2020
florence township,burlington county,4,april-3-2020
hainesport township,burlington county,4,april-3-2020
lumberton township,burlington county,7,april-3-2020
mansfield township,burlington county,12,april-3-2020
maple shade township,burlington county,10,april-3-2020
medford,burlington county,8,april-3-2020
medford lakes,burlington county,1,april-3-2020
moorestown,burlington county,20,april-3-2020
mount holly,burlington county,6,april-3-2020
mount laurel,burlington county,30,april-3-2020
new hanover township,burlington county,1,april-3-2020
palmyra,burlington county,3,april-3-2020
pemberton,burlington county,1,april-3-2020
pemberton township,burlington county,19,april-3-2020
riverside township,burlington county,4,april-3-2020
riverton,burlington county,9,april-3-2020
shamong township,burlington county,2,april-3-2020
southampton township,burlington county,2,april-3-2020
tabernacle township,burlington county,4,april-3-2020
westampton township,burlington county,4,april-3-2020
willingboro township,burlington county,45,april-3-2020
wrightstown,burlington county,1,april-3-2020
audubon,camden county,3,april-3-2020
barrington,camden county,5,april-3-2020
bellmawr,camden county,4,april-3-2020
berlin township,camden county,1,april-3-2020
brooklawn,camden county,2,april-3-2020
camden,camden county,26,april-3-2020
cherry hill,camden county,69,april-3-2020
chesilhurst,camden county,1,april-3-2020
collingswood,camden county,4,april-3-2020
gloucester city,camden county,4,april-3-2020
gloucester township,camden county,41,april-3-2020
haddon heights,camden county,3,april-3-2020
haddon township,camden county,7,april-3-2020
haddonfield,camden county,6,april-3-2020
lawnside,camden county,1,april-3-2020
lindenwold,camden county,10,april-3-2020
magnolia,camden county,3,april-3-2020
merchantville,camden county,3,april-3-2020
oaklyn,camden county,2,april-3-2020
pennsauken township,camden county,30,april-3-2020
pine hill,camden county,6,april-3-2020
runnemede,camden county,2,april-3-2020
stratford,camden county,1,april-3-2020
somerdale,camden county,4,april-3-2020
voorhees township,camden county,16,april-3-2020
waterford township,camden county,3,april-3-2020
winslow township,camden county,34,april-3-2020
woodlynne,camden county,2,april-3-2020
avalon,cape may county,5,april-3-2020
cape may,cape may county,1,april-3-2020
dennis township,cape may county,3,april-3-2020
lower township,cape may county,7,april-3-2020
middle township,cape may county,5,april-3-2020
north wildwood,cape may county,2,april-3-2020
ocean city,cape may county,2,april-3-2020
sea isle city,cape may county,0,april-3-2020
upper township,cape may county,4,april-3-2020
wildwood,cape may county,4,april-3-2020
wildwood crest,cape may county,4,april-3-2020
bridgeton,cumberland county,4,april-3-2020
commercial township,cumberland county,1,april-3-2020
deerfield township,cumberland county,1,april-3-2020
hopewell township,cumberland county,2,april-3-2020
lawrence township,cumberland county,1,april-3-2020
millville,cumberland county,5,april-3-2020
vineland,cumberland county,19,april-3-2020
upper deerfield township,cumberland county,1,april-3-2020
